AWS Account ID,Month,OpenSearch Service($),SageMaker($),QuickSight($),Transcribe($),Bedrock($),Key Management Service($),GuardDuty($),Config($),S3($),CloudWatch Events($),DynamoDB($),Lambda($),Glacier($),CloudTrail($),Secrets Manager($),SNS($),SQS($),CloudFormation($),CloudShell($),Step Functions($),X-Ray($),Polly($),Textract($),CloudWatch($),Security Hub($),Redshift($),Elastic Beanstalk($),Kinesis($),Athena($),API Gateway($),Total costs($)
12345678904,4/11/23,269.07,855.51,236.93,146.44,330.81,413.65,84.69,390.63,412.61,236.15,491.82,395.49,389.09,2133.07,83.8,116.44,237.36,139.36,213.47,445.35,413.92,318.72,430.48,394.05,220.2,108.52,261.96,1788.74,223.85,336.72,12518.88
12345678905,Service total,378.06,219.38,560.47,104.81,944.57,473.33,462.1,451.53,162.4,674.49,759.7,708.51,224.59,620.96,612.54,881.57,441.21,434.34,656.67,669.77,522.36,498.75,544.73,874.94,515.05,945.94,553.6,954.28,849.55,426.19,17126.41
12345678905,3/1/25,433.18,63.93,463.27,319.51,36.65,325.69,487.38,44.2,281.8,376.42,407.03,212.78,110.04,30.75,294.07,231.93,474.88,39.7,345.84,22.23,94,232.25,232.89,345.99,456,323.13,477.23,441.99,296.4,418.56,8319.73
12345678905,1/30/25,48.49,372.88,56.51,301.1,354.29,42.6,123.09,458.68,311.99,130.68,348.43,302.42,255.77,488.33,344.89,193.97,402.04,443.45,71.36,108.27,115.95,348.69,305.49,313.31,470.98,390.2,72.69,180.28,223.34,204.02,7784.19
12345678905,12/31/24,447.03,159.97,280.42,396.81,213.95,92.38,242.73,37.06,471.77,46.66,224.84,269.64,492.8,91.35,66.07,14.27,86.23,111.56,318.98,117.66,20.06,415.04,189.14,183.31,158.21,487.93,93.36,450.14,390.63,47.48,6617.47
12345678905,12/1/24,142.97,58.31,416.36,356.27,312.44,86.43,244.46,392.47,158.78,162.73,11.54,95.38,438.95,226.46,492.27,203.9,360.44,148.14,188.27,103.46,180.06,278.15,495.97,335.46,107.63,32.03,71.91,285.65,1390.02,470.81,8247.7
12345678905,11/1/24,485.42,466.84,373.39,146.91,74.51,428.8,91,428.59,250.47,209.21,452.56,305.89,292.54,283.8,191.87,394.97,133.87,470.06,448.05,175.37,367.44,290.88,175.45,494.38,22.37,133.8,264.84,265.76,298.58,378.32,8795.91
12345678905,10/2/24,304.14,36.22,194.5,123.71,140.03,281.63,107.76,154.04,126.17,474.77,472.89,308.87,463.02,395.05,299.07,13.15,388.53,354.22,311.47,382.61,261.33,355,468.23,194.14,356.98,243.09,340.46,383.82,32.27,326.83,8294
12345678905,9/2/24,338.32,239.48,389.04,70.47,316.9,146.45,427.96,464.91,498.24,400.04,379.33,115.6,174.64,238.18,388.96,458.33,102.68,461.96,350.86,309.28,107.92,37.21,288.55,329.24,113.28,282.66,429.68,419.18,464.4,189.28,8933.03
12345678905,8/3/24,377.22,221.25,52.9,148.57,1133.53,153.33,172.78,153.95,30.33,1809.81,302.67,330.16,104.23,344.19,313.61,303.82,258.1,181.7,457.34,176.49,233.25,342.28,1388.19,179.97,223.47,399.3,146.28,79.71,163.45,426.27,10608.14
12345678905,7/4/24,13.37,114.1,335.13,211.49,207.18,443.45,448.83,455.5,163.8,348.62,143.1,103.4,100.47,177.63,220.68,417.17,68.75,370.11,270.41,151.09,251.48,156.97,302.08,222.58,90.56,67.13,277.88,452.18,178.54,369.17,7132.83
12345678905,6/4/24,466.46,412.28,287.64,331.94,450.21,205.76,170.13,15.3,415.01,402.48,61.18,292.66,237.35,68.17,490.48,115.2,42.94,301.48,372.04,25.9,332.77,270.82,60.6,94.54,288.31,155.22,469.77,411.18,491.95,137.24,7877.02
12345678905,5/5/24,221.3,180.28,34.67,35.85,349.09,234.39,121,310.85,133.9,293.04,186.01,413.54,412.14,243.9,181.9,187.65,404.8,170.81,112.44,51.5,238.68,246.24,422.05,118.41,196.69,406.12,413.58,198.46,234.97,158.61,6912.86
12345678905,4/5/24,68.14,467.54,345.09,270.47,26,243.04,209.8,89,331.64,485.86,285.47,360.23,43.54,214.66,67.02,310.27,469.86,334.27,47.63,183.79,279.83,207.57,418.49,409.19,309.8,192.99,135.11,61.88,183.9,212.45,7264.52
12345678905,3/6/24,332.5,44.35,203.68,99.07,86.84,415.38,30.54,215.4,92.42,440.87,282.95,123.38,256.19,368.43,479.48,118.02,444.23,467.81,459.05,321.35,318.61,207.57,378.67,270.33,341.94,219.94,368.43,413.99,81.75,418.14,8301.32
12345678905,2/5/24,423.89,221.34,195.73,458.38,133.07,2262.28,247.17,261.91,161.15,290.79,169.35,29.24,143.28,13.13,489.39,483.22,203.63,366.9,179.44,338.84,404.66,473.91,206.1,393.82,140.3,495.26,22.63,305.73,333.16,347.14,10194.83
12345678905,1/6/24,487.6,76.38,123.42,435.52,463.97,215.62,34.81,29.3,291.24,202.52,24.04,295.79,15.54,395.81,160.15,29.73,298.29,204.87,487.16,276.66,144.87,357.63,143.03,453.08,193.61,279.44,34.78,218.8,417.86,404.77,7196.26
12345678905,12/7/23,120.78,410.48,465.9,56.73,230.53,175.35,436.64,303.48,113.45,378.71,35.13,251.34,226.63,173.86,203.34,269.67,89.07,290.28,404.66,382.48,182.76,83.13,141.41,186.93,210.14,343.05,37.77,26.99,202.04,351.61,6784.33
12345678905,11/7/23,24.71,227.82,257.26,67.47,92.84,182.38,383.22,258.47,322.57,492.74,386.32,222.84,228.76,313.2,336.03,255.35,325.98,21.53,220.52,146.68,73.3,58.78,305.56,266.56,134.26,240.77,251.19,105.55,329.53,392.65,6924.83
12345678905,10/8/23,305.21,260.7,39.89,151.04,55.7,482.27,76.19,84.37,445.89,472.52,385.26,12.65,10.66,195.27,80.26,19.01,237.39,472.1,168.67,333.96,329.6,133.03,328.71,114.04,69.78,353.68,65.59,498.49,99.89,301.13,6582.96
12345678905,9/8/23,71.93,23.64,315.14,405.31,422.59,246.53,390.95,339.7,364.88,251.37,320.37,404.71,204.96,404.93,300.09,91.29,22.1,187.75,277.88,421.51,72.47,402.1,432.87,83.84,427.28,495.81,366.15,394.54,497.26,306.69,8946.65
12345678905,8/9/23,420.39,311.1,294.79,134.28,380.6,50.02,462.9,169.65,72.61,742.23,30.81,345.47,452.33,420.26,72.41,71.87,2221.97,462.88,932.57,254.5,165.95,448.19,326,590.73,156.4,446.69,16.68,168.14,281.63,82.63,10986.68
12345678905,7/10/23,300.23,350.38,188.69,371.87,336.64,68.59,290.59,135.8,1942.04,218.71,497.4,55.33,392.37,340.11,1325.97,160.69,251.11,400.29,123.95,120.76,280.01,266.55,148.31,156.06,617.58,388.04,329.43,417.88,487.98,242.34,11205.69
12345678905,6/10/23,456.56,20.26,164.73,37.87,385.6,354.03,172.36,341.07,204.01,380.56,232.55,212.02,468.02,132.93,69.02,296.43,484.97,195.14,40.4,176.26,257.91,89.34,332.47,498.9,231.35,183.82,206.35,66.42,442.8,213.26,7347.4
12345678905,5/11/23,333.25,226.6,327.63,40.11,408.72,470.85,327.9,477.74,84.2,243.93,304.89,295.05,206.72,175.66,72.14,201.95,89.7,369.84,112.33,38.7,280.66,301.66,437.24,292.72,179.29,403.48,274.74,48.85,287.27,454.93,7768.73
12345678905,4/11/23,155.2,80.3,84.21,222.06,301.88,49.5,470.39,380.02,297.45,415.93,49.29,243.65,318.75,416.04,393.9,145.76,471.03,70.93,438.82,485.76,96.81,363.81,29.74,208.66,262.98,294.52,468.61,339.4,245.83,406.74,8207.95
